DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,Label
146.197,65.126,123.027,32.738,3.13,3.048,106.45,2.487,-1.414,0
112.406,86.61,214.3,2.375,3.931,2.375,61.277,1.08,-1.299,0
42.696,68.128,33.454,63.947,0.956,40.307,107.491,1.954,-0.087,0
111.212,46.138,69.771,0.408,3.25,0.408,63.192,1.54,-1.386,1
72.499,7.007,53.002,47.32,1.699,8.201,116.67,1.09,-0.24,0
87.909,35.193,56.737,58.112,2.208,23.452,112.363,0.845,1.392,0
142.753,9.548,85.321,38.093,2.743,2.176,118.949,0.593,1.309,1
140.376,27.381,111.367,11.934,3.641,11.934,56.554,1.274,-1.397,1
288.125,4.738,202.045,29.476,3.826,29.476,99.441,0.923,0.424,0
112.406,43.854,152.725,57.872,3.963,4.706,109.601,1.109,-0.886,0
52.535,59.375,42.664,30.792,1.479,7.505,95.493,1.748,-1.084,0
173.531,144.414,85.519,3.814,2.764,3.814,106.661,3.745,-1.157,0
112.406,101.038,76.881,9.751,2.313,9.751,68.91,1.936,-1.358,0
138.689,9.355,99.589,7.352,3.376,7.352,71.886,0.837,-1.337,1
85.315,39.697,57.0,94.419,1.58,38.654,204.767,0.972,0.878,0
141.464,8.888,80.494,96.563,1.991,7.083,209.161,0.304,1.221,1
87.661,30.364,62.615,27.864,2.227,128.576,364.604,1.258,-1.241,0
119.785,36.448,79.793,129.887,1.772,2.751,244.806,0.326,1.325,1
112.406,101.184,94.982,12.401,2.082,12.401,86.57,0.95,-1.368,1
105.737,12.946,63.215,65.216,2.57,22.677,150.607,1.556,1.298,1
112.826,19.529,76.395,44.051,2.47,27.493,170.584,1.134,-0.634,0
147.813,20.358,99.797,3.855,2.981,3.855,96.55,0.56,-1.363,1
93.006,24.609,65.932,7.065,3.318,2.053,240.159,1.433,-1.413,0
116.854,6.725,60.948,129.481,1.487,4.825,235.462,0.495,0.85,1
96.725,17.104,72.313,14.738,2.725,14.738,73.191,1.102,-1.364,0
101.541,88.711,93.423,3.77,2.401,3.77,100.374,1.403,-1.386,0
105.457,35.004,81.253,0.095,2.683,0.095,83.948,0.794,-1.405,0
86.398,13.46,58.501,42.142,2.287,42.142,63.181,0.841,1.369,0
130.34,71.283,78.264,4.297,3.019,4.297,81.639,1.893,-1.394,0
78.573,0.385,51.97,46.775,2.063,31.454,105.799,0.913,1.017,0
79.071,34.595,61.558,76.877,1.456,14.707,237.73,1.987,-0.379,0
134.016,61.347,85.362,49.049,3.65,45.734,405.003,0.899,1.414,0
112.406,75.465,29.952,27.636,1.076,27.636,58.023,1.04,-0.932,0
76.697,47.775,59.946,0.621,2.452,0.621,61.509,1.109,-1.412,0
99.219,75.738,48.375,48.048,3.014,42.645,150.926,1.242,-1.387,0
236.844,10.648,174.297,5.468,3.205,5.468,163.488,0.903,1.414,0
84.48,36.255,62.039,39.873,3.14,5.448,111.493,2.266,1.414,0
159.661,4.545,79.66,226.883,1.253,26.191,479.781,0.278,1.093,1
102.508,34.908,70.487,7.112,3.341,7.112,51.828,1.163,-1.332,1
112.406,92.238,69.86,24.758,1.758,24.758,78.085,0.908,-1.232,0
146.962,55.781,115.332,97.399,2.112,17.271,181.462,1.229,0.143,1
111.509,53.165,54.647,107.793,1.873,7.677,203.807,0.862,1.328,1
146.28,20.419,89.764,20.146,3.385,19.418,153.677,0.55,-1.414,1
112.406,81.661,51.127,0.631,1.601,0.631,68.025,1.152,-1.411,0
124.574,7.386,72.618,45.181,2.935,4.299,108.296,1.049,-0.222,1
97.263,6.127,68.228,44.079,2.814,21.466,179.222,2.031,1.296,0
147.265,24.003,101.565,28.002,2.623,6.991,139.173,0.445,-1.253,1
56.927,79.883,46.27,63.733,1.105,49.564,223.041,2.429,-0.072,0
108.763,12.015,70.498,81.626,2.085,52.223,93.723,0.895,0.576,1
109.438,45.172,88.203,1.187,2.866,1.187,82.376,1.097,-1.412,0
111.049,6.786,54.932,163.729,1.634,0.835,240.512,1.701,1.09,1
126.006,70.557,76.8,34.031,2.689,4.846,182.352,1.505,0.874,1
149.402,22.742,89.975,2.084,2.805,2.084,95.282,0.486,-1.331,1
92.076,58.192,70.85,17.823,2.957,26.55,85.214,1.456,-1.095,0
149.634,103.585,83.723,1.43,2.898,1.43,91.032,2.49,-1.313,0
100.072,68.67,78.686,0.459,2.695,0.459,80.447,1.57,-1.383,0
104.56,14.363,77.112,57.326,2.693,20.093,130.167,2.643,-0.441,1
86.995,80.88,82.454,19.676,2.243,19.676,77.898,1.774,-1.413,0
54.878,67.957,47.118,17.763,1.682,37.559,90.916,0.982,-1.276,0
98.757,7.855,69.622,20.942,3.066,20.942,70.556,0.715,1.403,1
125.985,7.747,74.517,123.551,1.574,2.468,221.756,0.694,0.833,1
112.406,96.78,75.698,0.935,2.366,0.935,84.322,2.074,-1.341,0
85.994,97.861,63.385,39.451,1.97,7.916,119.338,1.753,-0.65,0
52.912,62.64,43.875,28.998,1.621,28.998,54.238,1.594,-0.737,0
181.788,18.35,122.029,50.091,2.774,50.091,139.732,0.325,-1.279,1
40.871,52.442,30.037,51.283,0.953,18.111,100.838,0.836,-0.367,0
148.03,0.473,97.821,32.687,2.658,2.419,178.975,0.71,0.969,1
125.525,23.764,93.712,47.217,2.895,28.478,171.32,2.113,-1.375,1
112.406,96.016,32.881,0.287,0.882,0.287,77.08,0.816,-1.406,0
156.409,46.224,130.015,4.023,3.892,4.023,55.381,1.38,-1.377,0
109.735,17.879,83.169,62.596,2.053,15.199,167.513,1.171,0.655,1
127.387,31.183,91.174,18.284,2.926,7.275,190.849,1.344,-1.407,1
112.406,67.552,94.079,0.708,2.361,0.708,99.401,0.84,-1.408,0
89.766,3.333,41.437,254.528,0.689,28.922,398.268,0.382,0.914,0
73.68,60.977,52.212,112.629,1.273,141.766,518.924,1.64,0.068,0
104.597,62.184,63.313,49.121,2.695,4.785,118.835,0.686,-0.707,0
116.662,51.635,81.931,39.404,2.568,0.99,128.014,1.745,1.368,1
112.406,84.131,147.428,19.008,2.631,19.118,185.252,0.623,-1.401,0
345.786,140.287,158.036,83.442,3.359,25.594,215.974,2.438,1.16,0
138.377,2.04,86.632,29.505,3.055,29.505,85.608,0.442,1.173,1
101.986,24.822,62.707,84.653,2.15,3.649,157.041,1.625,1.359,0
127.082,31.093,85.039,64.564,2.61,2.431,173.153,1.371,1.409,1
66.964,79.646,58.143,54.813,1.504,1.785,137.309,2.631,-0.821,0
112.406,76.889,60.101,30.425,1.742,30.425,78.531,0.855,-1.257,0
162.799,15.845,107.144,0.883,3.33,0.883,81.847,0.522,-1.355,0
196.065,50.863,152.31,3.46,4.144,3.46,52.887,1.402,-1.374,0
85.922,0.351,50.562,95.019,1.498,23.467,175.41,0.901,1.008,0
122.914,55.444,88.826,110.796,1.772,37.695,247.003,0.522,0.889,1
122.938,15.111,89.392,168.794,1.734,47.918,272.551,3.94,1.171,1
102.745,57.019,79.553,20.227,2.918,20.227,69.193,1.15,-1.414,1
85.273,34.314,65.73,4.995,2.813,4.995,66.668,1.106,-1.414,1
127.496,52.176,95.402,28.39,3.141,28.39,95.638,0.852,1.414,1
142.134,34.749,101.623,1.602,2.686,1.602,107.046,0.609,-1.37,1
231.059,77.567,96.441,98.024,2.753,22.864,229.231,0.652,1.385,0
321.372,138.044,201.4,88.928,2.866,3.779,252.749,1.429,1.085,0
112.406,79.956,53.612,38.593,1.954,31.487,165.4,0.808,-1.297,0
92.37,105.871,62.806,62.254,2.448,41.372,231.415,1.75,0.106,0
132.23,51.698,93.663,94.438,1.974,75.484,524.155,0.88,1.072,1
112.406,68.813,57.258,1.196,1.877,1.196,61.993,0.903,-1.413,0
91.028,9.195,56.77,284.817,0.64,64.963,534.198,0.383,1.331,0
72.523,56.1,56.905,2.333,2.434,2.333,57.891,1.498,-1.373,0
83.622,46.72,44.602,212.279,0.883,4.773,331.336,3.449,1.268,0
130.289,73.921,73.601,95.751,2.056,25.269,216.649,0.937,1.222,1
104.343,56.25,92.057,3.931,2.659,3.931,70.455,0.756,-1.406,0
60.61,56.096,47.622,58.197,1.369,1.626,133.163,1.51,-0.14,0
782.724,55.486,180.215,94.63,3.223,5.447,267.811,0.497,1.413,0
123.928,58.996,83.436,55.947,2.392,2.929,180.276,1.091,1.288,1
119.931,18.169,78.092,16.594,2.567,29.375,151.47,0.625,-1.073,1
76.601,28.564,56.788,69.007,1.559,0.839,220.835,1.341,1.243,0
112.406,88.392,63.138,1.13,1.914,1.13,73.653,1.518,-1.386,0
108.587,74.628,84.162,33.571,2.936,33.571,67.135,0.976,-1.365,0
112.406,100.67,63.039,2.08,1.639,2.08,85.687,1.294,-1.401,0
125.469,15.923,87.517,148.94,1.69,2.396,331.415,2.646,1.219,1
112.406,83.145,285.646,14.079,4.292,24.6,195.397,0.78,-1.337,0
108.656,14.211,79.11,35.272,2.7,20.873,192.276,1.533,-0.649,1
90.471,39.444,65.058,173.834,0.995,2.413,302.556,0.559,0.11,0
130.267,84.158,69.54,1.344,3.06,1.344,76.893,2.521,-1.246,0
133.739,4.12,84.696,63.793,2.803,4.233,149.627,1.547,0.73,1
112.406,91.497,27.666,21.629,0.915,21.629,68.283,2.361,-1.074,0
118.284,70.257,80.597,2.456,2.823,2.456,81.538,1.772,-1.362,0
116.985,43.919,90.591,75.815,1.678,63.105,431.302,1.046,-1.106,1
124.9,29.668,79.686,43.189,3.327,24.809,88.813,1.185,1.41,0
153.818,25.309,112.34,28.708,2.796,23.68,146.307,1.226,-1.324,0
98.838,51.403,60.139,6.939,2.916,6.939,62.101,1.84,-0.7,0
101.435,22.161,58.806,312.499,0.661,0.721,525.06,0.45,1.38,1
116.566,15.498,63.122,96.499,1.949,8.726,173.203,0.996,0.62,0
126.687,89.793,58.452,84.073,2.492,26.42,146.823,0.992,0.922,1
65.757,49.251,52.391,6.716,2.437,6.716,55.989,1.58,-1.332,1
113.828,12.649,76.939,0.305,3.071,0.305,71.05,0.645,-1.382,1
187.235,110.034,121.237,15.664,2.986,15.664,123.234,1.627,0.273,0
112.406,64.299,52.313,19.04,2.418,19.04,49.457,1.243,-1.355,0
112.406,99.642,81.033,15.445,2.19,15.445,81.573,1.26,-1.364,0
45.853,64.614,39.266,25.146,1.321,25.146,65.378,1.606,-1.4,0
128.656,11.36,63.358,199.376,1.285,18.075,279.038,0.729,1.345,1
112.406,54.381,103.218,70.364,2.935,49.231,91.038,1.447,-0.261,0
86.988,72.785,63.871,35.581,2.5,21.253,104.627,1.046,-1.071,0
77.976,16.741,52.272,9.792,2.963,61.51,130.355,1.221,1.414,0
111.298,69.428,75.236,66.683,2.57,24.401,273.138,1.015,1.387,1
108.871,7.402,65.922,164.212,1.346,28.881,330.315,1.641,0.889,0
94.97,59.975,57.641,10.163,2.985,10.163,61.164,2.027,1.335,1
112.056,52.712,83.659,43.949,2.337,5.727,128.045,1.343,0.906,1
180.46,107.822,110.417,16.165,3.058,16.165,104.984,1.925,0.261,0
76.427,11.017,51.647,62.696,1.938,27.423,140.994,1.29,1.358,0
101.39,42.06,60.662,1.511,3.243,1.511,54.29,1.588,-1.249,1
115.283,54.231,85.924,21.256,2.982,21.256,85.931,1.022,1.392,1
94.346,14.297,70.064,4.829,3.196,4.829,54.934,1.034,-1.413,1
140.517,9.036,76.83,75.363,2.92,10.855,132.848,1.467,0.628,1
131.109,21.422,82.78,66.372,2.373,52.508,117.172,0.672,1.375,1
112.406,145.942,80.131,38.678,1.642,7.964,118.511,0.969,-0.875,1
151.22,4.416,111.453,29.436,3.235,29.436,92.639,1.3,1.333,1
95.781,52.462,67.521,57.362,2.101,7.252,430.889,1.043,1.138,0
112.406,102.432,58.625,0.699,1.941,0.699,72.82,2.462,-1.309,0
80.866,24.342,52.532,45.148,1.941,28.026,328.526,0.861,-0.232,0
125.911,31.442,76.539,88.665,1.77,36.844,176.177,0.373,0.106,1
446.634,243.444,284.33,27.462,3.272,35.11,375.423,1.879,-1.361,0
155.089,40.315,93.923,2.128,3.807,2.128,55.984,1.472,-1.405,0
101.397,18.303,58.291,144.125,1.287,38.408,409.074,0.915,1.305,0
86.615,0.094,49.376,71.841,2.143,45.951,387.623,1.332,1.003,1
31.12,25.223,22.524,44.519,0.86,4.685,93.711,1.103,-0.799,0
112.406,89.838,67.744,1.52,2.11,1.52,72.597,1.801,-1.355,0
83.196,31.714,63.938,1.672,2.913,1.672,59.817,1.072,-1.411,1
112.775,48.367,55.328,134.034,1.612,34.22,239.866,0.78,1.313,1
134.164,75.784,106.504,44.485,2.515,7.234,124.929,1.181,-0.733,0
260.436,135.274,175.106,92.104,2.576,1.707,259.892,2.217,0.904,0
130.264,68.294,95.8,2.246,3.014,2.246,94.425,1.453,-1.389,0
103.964,3.508,56.49,83.385,1.901,3.008,151.677,0.869,0.908,1
188.293,69.46,157.186,192.466,2.104,2.137,370.26,5.805,0.08,0
125.891,29.385,79.683,79.749,2.335,30.944,229.632,0.782,1.407,1
106.196,24.541,76.038,14.28,2.814,27.648,112.219,1.348,-1.411,1
102.666,52.102,76.468,32.183,2.983,18.009,129.593,2.455,1.411,0
128.229,26.748,101.613,92.649,1.665,17.648,264.997,0.869,-0.383,1
109.922,62.305,83.008,33.96,2.694,1.254,115.024,2.128,0.917,0
142.666,39.973,90.61,67.575,2.655,43.778,184.472,0.515,1.413,1
126.234,76.65,85.862,73.596,3.147,50.507,124.143,0.544,1.413,1
90.19,49.659,54.304,180.059,1.193,9.534,422.394,0.348,1.115,0
151.295,7.547,93.8,48.856,2.784,1.564,240.854,0.67,1.236,1
93.195,2.413,65.62,21.953,3.152,21.953,48.662,1.373,1.214,0
144.136,65.738,113.629,66.779,3.503,0.536,169.478,3.563,1.414,0
135.817,7.928,88.291,17.037,3.034,17.037,89.153,0.528,1.381,1
101.325,45.207,62.055,7.103,3.099,7.103,61.167,1.808,-1.408,0
220.948,58.512,180.45,1.52,4.032,1.52,68.762,1.291,-1.4,0
343.076,134.278,161.283,4.887,3.873,4.887,107.777,3.409,-1.249,0
360.612,91.982,250.251,36.696,5.16,32.2,185.045,2.005,1.385,0
118.493,21.383,64.122,134.182,1.614,3.298,219.369,0.698,1.383,1
112.406,100.569,113.956,50.107,3.304,8.736,125.201,1.243,-1.283,0
85.426,46.889,56.634,87.82,1.709,23.797,133.951,1.709,0.821,1
112.406,156.448,29.99,11.023,0.755,11.023,94.432,3.608,-1.25,0
66.94,78.737,58.408,8.016,2.178,8.016,68.545,2.313,-1.318,0
148.297,45.083,97.601,43.771,3.153,20.342,183.184,0.573,1.411,1
64.909,37.03,51.607,107.626,0.936,44.311,265.955,0.471,-0.026,0
107.015,78.903,81.483,6.114,2.572,6.114,86.797,1.542,-1.348,0
105.65,82.639,81.707,18.116,2.691,18.116,90.527,2.342,-1.395,0
114.714,64.896,84.296,38.137,2.993,3.715,121.222,0.79,-1.413,0
93.723,42.117,63.824,86.354,1.77,5.008,169.918,1.776,1.393,1
135.1,47.944,99.634,61.649,2.35,24.192,170.241,1.599,1.392,1
95.252,69.369,69.26,2.353,3.041,2.353,67.03,2.254,-1.26,0
123.106,20.95,87.707,32.599,3.016,51.91,120.425,1.89,-1.412,0
106.524,10.86,45.122,141.255,2.033,43.947,278.792,1.633,1.163,1
112.406,238.158,187.483,42.648,2.774,2.496,271.053,2.321,-0.05,0
90.8,45.274,67.011,62.335,2.173,40.944,110.971,2.078,-0.991,0
75.264,33.09,56.967,6.36,2.683,6.36,57.633,1.073,-1.395,0
112.406,71.396,38.722,1.547,1.413,1.547,57.363,1.107,-1.414,0
73.326,31.748,57.535,0.623,2.745,0.623,54.734,1.035,-1.414,0
99.351,39.962,67.027,28.726,3.248,28.726,58.027,1.631,1.414,0
118.377,2.344,65.273,118.372,1.724,0.452,220.625,0.907,1.048,1
95.934,57.409,69.269,58.702,2.101,19.467,134.033,0.935,0.429,0
205.949,127.936,144.283,42.263,3.131,42.263,144.827,1.194,1.414,0
112.406,97.126,157.513,0.664,3.322,0.664,64.461,1.498,-1.383,0
220.328,97.432,116.486,2.525,3.617,2.525,84.141,2.665,-1.112,0
108.823,0.079,73.336,0.641,3.141,0.641,75.961,0.552,1.198,1
160.568,38.443,65.75,99.907,2.58,1.995,170.879,1.937,1.385,1
112.406,61.219,54.981,0.298,1.954,0.298,65.076,0.956,-1.414,0
113.453,49.534,84.922,20.719,3.108,20.719,84.231,1.097,-1.414,1
118.18,4.108,88.993,322.906,0.77,3.912,607.299,0.327,1.352,1
81.082,75.324,67.631,49.297,1.812,8.735,135.126,2.885,-1.313,0
149.915,81.782,115.608,1.407,3.214,1.407,79.188,1.843,-1.349,0
112.406,77.644,88.342,0.93,2.95,0.93,65.088,2.142,-1.322,0
49.037,71.923,44.12,28.636,1.214,28.636,77.55,0.856,-1.363,0
127.783,6.169,72.389,77.491,2.004,28.418,143.362,0.622,0.818,1
162.148,19.577,100.87,63.695,2.483,3.577,233.188,0.521,1.369,1
367.021,112.506,304.414,96.182,3.726,1.512,390.928,4.089,-1.193,0
112.406,60.982,111.864,268.343,2.494,3.156,365.578,2.542,0.425,0
112.406,77.402,128.674,121.436,2.166,33.415,258.698,0.464,-0.779,0
99.583,25.889,73.2,52.688,2.066,5.745,425.449,1.934,-1.008,1
211.444,69.584,178.924,6.522,3.914,6.522,69.178,1.606,-1.362,1
112.406,92.99,35.182,38.224,0.734,4.815,132.549,0.592,-1.216,0
104.835,28.642,72.411,45.989,2.532,30.481,140.214,0.512,1.374,1
167.054,13.108,104.084,23.93,2.927,23.93,92.071,0.638,-0.667,1
131.106,60.712,62.306,220.061,1.251,92.331,390.994,0.567,1.263,1
112.406,71.611,26.772,16.783,1.06,16.783,49.095,1.336,-0.545,0
104.246,48.256,65.172,67.255,2.165,6.057,151.382,1.92,1.402,0
147.805,62.602,114.421,76.315,2.17,74.067,273.387,0.543,-0.949,1
112.406,89.9,81.861,20.771,2.0,20.771,98.813,0.657,-1.414,1
169.127,57.119,113.128,52.308,3.082,5.381,147.0,0.731,1.413,0
97.555,20.708,55.412,82.619,2.168,18.625,175.655,1.411,1.349,1
112.432,0.146,83.975,0.481,3.179,0.481,81.072,0.857,-0.847,1
96.957,69.239,64.596,21.837,2.847,21.837,52.145,1.52,-1.229,0
152.896,88.894,102.773,4.43,2.904,4.43,103.321,1.606,-1.368,0
85.122,55.201,75.86,3.573,2.944,3.573,51.536,1.5,-1.401,0
112.406,86.534,56.445,5.68,2.042,5.68,69.185,2.383,-1.327,0
89.635,26.36,62.046,32.535,3.269,16.766,93.063,0.994,-1.414,0
124.126,22.977,76.496,47.807,2.958,1.448,190.983,1.03,1.398,1
118.143,7.449,65.532,71.413,2.597,14.827,118.428,1.191,1.187,0
123.877,83.29,92.181,28.109,2.657,28.109,75.115,1.592,-0.924,0
117.649,48.968,87.669,92.712,2.011,21.026,224.858,0.354,-0.07,1
118.058,60.839,72.378,1.232,3.142,1.232,74.533,1.755,1.346,0
174.958,101.614,87.315,27.877,3.12,27.877,90.31,3.481,1.35,0
122.632,4.215,66.035,83.959,2.444,6.589,157.643,1.362,1.101,1
98.421,33.883,78.555,30.463,2.306,30.463,83.889,0.946,-1.347,0
112.406,57.285,47.866,81.109,1.803,16.132,139.943,1.141,-0.141,0
102.466,25.984,61.441,81.151,2.071,19.331,132.01,1.071,1.38,1
112.72,38.454,84.584,22.099,3.348,22.099,60.776,0.971,-1.413,1
121.86,10.596,63.552,44.608,2.976,4.93,144.785,0.823,-1.205,1
112.406,114.935,103.167,21.084,1.9,21.084,125.117,0.719,-1.364,1
77.377,33.529,62.29,0.422,2.865,0.422,53.923,1.09,-1.413,1
99.213,18.729,74.743,47.744,2.936,22.354,124.656,2.996,1.41,0
89.782,89.356,66.287,17.384,2.617,17.384,63.833,2.031,-1.32,0
98.62,38.347,67.901,27.132,3.138,17.602,101.413,0.901,1.411,0
90.344,2.915,53.784,167.855,1.103,36.245,247.069,0.386,1.368,0
99.101,11.429,72.304,199.14,0.939,12.048,352.331,0.482,0.656,0
228.165,120.52,105.18,53.604,3.158,0.393,133.581,2.021,0.611,0
89.085,53.889,66.416,83.742,1.802,24.568,370.7,2.931,0.566,0
112.406,77.84,80.384,3.952,2.141,3.952,91.523,1.065,-1.412,0
112.406,81.192,105.47,19.979,2.877,19.979,58.227,1.616,-1.269,0
133.931,37.435,105.231,101.53,2.9,29.498,261.915,4.614,-1.396,1
79.947,21.565,49.672,237.563,1.006,7.285,410.286,4.667,1.224,0
112.406,93.063,135.035,26.141,3.063,26.141,74.049,2.584,-1.413,0
70.058,96.653,59.82,57.822,1.972,17.323,379.202,2.497,-1.365,0
70.894,109.697,64.955,39.775,1.75,24.327,126.995,3.198,-0.815,0
143.521,39.279,98.596,53.513,3.24,3.005,143.276,0.414,1.413,1
93.941,19.081,45.97,170.151,1.071,39.001,273.67,0.55,1.377,0
107.358,26.028,80.469,12.492,3.44,12.492,51.801,1.213,-1.409,0
91.123,54.877,44.47,138.862,1.382,5.844,207.625,0.678,1.065,0
220.145,76.359,156.232,2.267,4.04,2.267,75.806,2.072,-1.292,0
79.532,58.332,61.04,21.938,3.269,21.938,53.21,1.36,-1.412,0
112.406,84.107,44.205,21.701,1.757,21.701,57.524,1.524,-1.411,0
112.406,73.951,26.716,2.438,0.888,2.438,62.449,0.721,-1.374,0
287.023,82.729,207.861,0.599,4.208,0.599,84.011,1.948,-1.343,0
98.327,19.665,74.24,66.563,1.726,26.096,188.602,1.237,1.087,0
259.239,116.028,158.438,1.01,3.186,1.01,154.239,1.61,-1.394,0
230.667,95.436,145.426,28.095,3.951,28.095,79.959,1.591,-1.371,0
127.46,107.356,77.374,1.67,2.718,1.67,88.677,2.847,-1.268,0
102.138,8.782,52.115,110.224,1.962,1.745,195.656,1.618,1.15,1
34.68,54.667,27.209,49.574,0.848,22.482,110.963,0.958,-0.043,0
93.306,21.451,64.331,100.829,1.561,45.238,206.152,1.109,1.335,0
122.393,38.417,87.446,72.072,2.189,7.899,244.875,0.634,1.328,1
80.221,8.048,40.238,153.601,1.033,1.572,496.646,0.58,1.183,0
183.271,87.32,132.936,2.301,3.479,2.301,86.819,2.083,-1.318,0
93.266,38.684,71.357,3.667,2.937,3.667,63.116,1.27,-1.395,1
95.311,78.558,69.413,42.124,2.715,12.262,119.717,2.672,1.325,0
128.644,9.544,98.012,128.039,1.687,16.367,279.193,0.295,0.855,1
89.222,14.833,52.251,73.064,2.205,36.143,164.015,1.302,1.301,1
112.406,70.128,43.81,4.902,1.898,4.902,55.865,1.735,-1.384,0
98.43,0.047,67.269,31.385,2.474,8.81,104.26,0.771,1.004,0
112.406,48.862,61.218,47.012,2.965,23.087,86.262,1.655,-1.403,0
105.317,64.704,73.679,46.827,3.006,46.827,72.289,2.137,-1.414,0
227.722,55.094,183.492,28.754,3.186,28.754,115.379,0.543,-1.397,0
91.399,76.102,75.57,1.228,2.651,1.228,70.069,1.865,-1.346,0
205.832,65.76,136.73,5.904,3.661,5.904,91.51,1.375,-1.379,0
113.838,11.114,68.829,35.29,2.772,1.901,151.386,0.917,-0.759,1
155.545,56.07,113.442,68.558,2.488,1.933,187.494,2.096,1.383,0
112.406,175.864,119.864,64.998,2.736,9.596,199.262,2.0,-1.401,0
114.761,19.963,69.156,398.236,0.769,27.018,713.705,0.129,1.335,1
100.937,18.688,72.254,13.068,3.139,21.248,105.002,0.895,-1.414,0
112.406,81.966,45.566,5.008,1.401,5.008,62.841,1.076,-1.414,0
88.384,85.041,45.003,101.806,1.555,100.146,265.166,1.184,0.429,0
132.104,104.069,59.401,56.431,2.736,51.97,129.389,1.995,1.164,0
129.301,9.681,93.41,3.751,3.107,3.751,93.425,1.028,-1.414,1
172.039,1.852,101.111,118.392,2.262,54.479,176.614,1.266,1.032,0
129.894,2.089,86.07,58.792,2.649,29.68,124.248,1.188,0.921,1
135.101,45.373,104.142,38.315,2.652,38.315,106.455,0.465,-1.414,1
83.333,32.65,56.632,53.741,2.196,13.845,129.787,1.082,1.408,0
31.93,78.456,30.237,29.602,0.97,29.602,67.409,2.144,-1.406,0
263.785,68.568,196.139,32.131,4.159,32.131,66.166,1.021,-1.07,0
86.892,59.023,67.583,20.007,2.468,20.007,70.319,1.926,-1.414,0
112.406,60.274,40.434,60.676,1.536,31.36,149.71,1.444,-0.691,0
140.227,5.451,86.761,1.973,3.064,1.973,91.973,0.44,-1.268,1
75.437,21.079,53.733,32.583,2.372,1.17,90.811,1.562,1.412,0
112.406,133.935,78.024,1.349,2.557,1.349,98.423,3.564,-1.225,0
101.234,64.837,53.545,51.581,2.371,2.113,155.09,1.228,1.106,1
191.617,100.288,117.005,51.975,2.68,38.131,246.801,2.516,0.841,0
100.186,8.114,59.188,57.765,2.59,30.122,148.5,1.29,1.245,0
74.819,69.473,57.284,28.433,2.019,28.433,70.947,1.893,-0.779,0
91.536,47.466,52.714,67.177,2.494,10.703,117.336,1.278,1.414,1
100.059,41.204,61.64,84.313,1.926,22.567,134.602,0.757,1.358,1
58.354,95.796,51.864,59.963,1.291,4.199,146.035,2.567,-0.281,0
80.62,53.031,56.577,197.213,0.932,45.443,511.205,2.965,1.144,0
112.406,135.472,67.975,35.028,1.274,75.986,171.464,0.508,-1.364,1
90.894,10.011,56.772,55.585,2.339,1.082,174.498,1.279,1.266,1
236.325,66.47,194.587,16.125,4.112,16.125,54.264,1.642,-1.393,0
94.017,47.321,69.212,31.147,3.144,29.304,122.916,1.405,1.414,1
87.267,65.215,72.967,131.744,1.243,29.891,248.382,3.899,-0.143,0
52.119,68.463,42.681,56.57,1.176,3.319,137.164,2.617,-0.998,0
117.731,63.333,69.268,2.376,3.19,2.376,66.483,1.944,-0.932,0
130.034,14.711,90.459,111.712,2.66,50.763,185.256,3.43,0.215,1
129.18,75.655,90.555,23.611,2.927,23.611,83.88,1.225,-1.061,1
121.845,54.144,93.642,50.395,2.187,20.013,166.759,0.8,-0.787,1
74.048,112.132,70.653,57.26,1.518,26.533,189.589,2.301,-1.258,0
133.809,5.779,83.466,66.723,2.817,34.705,109.405,1.499,0.68,0
87.99,60.889,64.906,3.154,2.73,3.154,68.263,1.668,-1.386,0
131.093,29.808,90.41,141.906,1.776,21.63,284.693,0.249,1.383,1
86.776,44.902,53.328,21.248,2.679,21.248,56.461,1.704,1.303,1
125.563,11.064,93.56,37.333,2.787,0.757,138.897,1.208,-1.295,1
57.353,77.95,46.869,11.628,1.797,11.628,63.158,2.102,-1.216,0
110.067,26.69,78.978,99.579,1.77,4.056,200.203,1.607,1.384,1
234.433,74.841,138.304,0.984,4.02,0.984,69.239,2.292,-1.326,0
112.406,85.142,56.996,3.039,1.794,3.039,57.843,1.466,-1.375,0
196.462,71.015,137.135,23.271,4.27,30.53,245.817,1.501,-1.399,0
94.252,67.956,71.613,4.031,2.926,4.031,69.584,1.8,-1.339,0
92.154,7.746,58.982,42.316,3.059,0.264,102.365,1.416,-1.381,0
128.974,17.57,65.148,165.976,1.565,4.017,309.22,1.245,1.21,1
278.286,97.795,207.474,22.226,3.697,22.226,121.418,1.22,-1.406,0
122.598,37.763,84.134,33.463,2.917,33.463,85.318,0.692,1.413,0
43.793,37.882,19.53,136.049,0.716,12.651,198.179,1.245,0.818,0
84.226,37.023,66.237,3.061,2.731,3.061,67.221,1.002,-1.413,0
95.989,11.481,67.183,3.653,3.335,3.653,54.939,0.902,-1.413,1
308.779,57.147,228.556,92.58,3.246,0.958,293.228,2.644,1.412,0
123.645,76.815,98.613,34.586,2.159,6.76,141.908,1.262,-1.297,0
56.156,31.627,38.111,156.939,0.747,33.612,263.977,1.967,0.118,0
79.234,66.717,59.19,72.112,1.636,2.782,148.67,1.735,0.352,0
